threshold,precision,recall,f1
0.5800000000000001,0.8205128205128205,0.8888888888888888,0.8533333333333333
0.5850000000000001,0.8205128205128205,0.8888888888888888,0.8533333333333333
0.59,0.8205128205128205,0.8888888888888888,0.8533333333333333
0.595,0.8205128205128205,0.8888888888888888,0.8533333333333333
0.6,0.8205128205128205,0.8888888888888888,0.8533333333333333
0.605,0.8205128205128205,0.8888888888888888,0.8533333333333333
0.61,0.8205128205128205,0.8888888888888888,0.8533333333333333
0.615,0.8205128205128205,0.8888888888888888,0.8533333333333333
0.62,0.8205128205128205,0.8888888888888888,0.8533333333333333
0.625,0.8205128205128205,0.8888888888888888,0.8533333333333333
0.63,0.8205128205128205,0.8888888888888888,0.8533333333333333
0.635,0.8205128205128205,0.8888888888888888,0.8533333333333333
0.64,0.8421052631578947,0.8888888888888888,0.8648648648648649
0.645,0.8421052631578947,0.8888888888888888,0.8648648648648649
0.65,0.8421052631578947,0.8888888888888888,0.8648648648648649
0.655,0.8421052631578947,0.8888888888888888,0.8648648648648649
0.66,0.8421052631578947,0.8888888888888888,0.8648648648648649
0.665,0.8421052631578947,0.8888888888888888,0.8648648648648649
0.67,0.8823529411764706,0.8333333333333334,0.8571428571428571
0.675,0.8823529411764706,0.8333333333333334,0.8571428571428571
0.68,0.8823529411764706,0.8333333333333334,0.8571428571428571
0.685,0.8823529411764706,0.8333333333333334,0.8571428571428571
0.6900000000000001,0.8823529411764706,0.8333333333333334,0.8571428571428571
0.6950000000000001,0.8823529411764706,0.8333333333333334,0.8571428571428571
0.7,0.8823529411764706,0.8333333333333334,0.8571428571428571
